[texto72] [mistério] [em]
[tráfico] [em] [região]
[em] [região] [eduardo=torres]
[região] [eduardo=torres] [eduardo.torres@diariogaucho.com.br]
[eduardo=torres] [eduardo.torres@diariogaucho.com.br] [homem]
[eduardo.torres@diariogaucho.com.br] [homem] [aparentar]
[homem] [aparentar] [em=torno=de]
[aparentar] [em=torno=de] [ano]
[em=torno=de] [ano] [ainda]
[ano] [ainda] [não]
[ainda] [não] [identificar]
[não] [identificar] [ser]
[identificar] [ser] [encontrar]
[ser] [encontrar] [matar]
[encontrar] [matar] [com]
[matar] [com] [tiro]
[com] [tiro] [em]
[tiro] [em] [cabeça]
[em] [cabeça] [em]
[cabeça] [em] [rua=nárgica=rodrigues=de=castro]
[em] [rua=nárgica=rodrigues=de=castro] [vila=augusta]
[rua=nárgica=rodrigues=de=castro] [vila=augusta] [em]
[vila=augusta] [em] [viamão]
[em] [viamão] [por=volta=de]
[viamão] [por=volta=de] [min]
[por=volta=de] [min] [de]
[min] [de] [quarta]
[de] [quarta] [suspeito]
[quarta] [suspeito] [de]
[suspeito] [de] [polícia]
[de] [polícia] [ser]
[polícia] [ser] [de]
[ser] [de] [rapaz]
[de] [rapaz] [não]
[rapaz] [não] [ter]
[não] [ter] [ser]
[ter] [ser] [matar]
[ser] [matar] [em]
[matar] [em] [local]
[em] [local] [sim]
[local] [sim] [em]
[sim] [em] [rua=araranguá]
[em] [rua=araranguá] [onde]
[rua=araranguá] [onde] [funcionar]
[onde] [funcionar] [ponto]
[funcionar] [ponto] [de]
[ponto] [de] [tráfico]
[de] [tráfico] [de=acordo]
[tráfico] [de=acordo] [com]
[de=acordo] [com] [chefe]
[com] [chefe] [de]
[chefe] [de] [investigação]
[de] [investigação] [de]
[investigação] [de] [2ª]
[de] [2ª] [dp]
[2ª] [dp] [local]
[dp] [local] [morador]
[local] [morador] [ter]
[morador] [ter] [ouvir]
[ter] [ouvir] [disparo]
[ouvir] [disparo] [em]
[disparo] [em] [começo]
[em] [começo] [de]
[começo] [de] [madrugada]
[de] [madrugada] [vítima]
[madrugada] [vítima] [ter]
[vítima] [ter] [ser]
[ter] [ser] [levar]
[ser] [levar] [de]
[levar] [de] [ali]
[de] [ali] [provavelmente]
[ali] [provavelmente] [já]
[provavelmente] [já] [sem]
[já] [sem] [vida]
[sem] [vida] [em]
[vida] [em] [carrinho]
[em] [carrinho] [de]
[carrinho] [de] [papeleiro]
[de] [papeleiro] [polícia]
[papeleiro] [polícia] [já]
[polícia] [já] [ter]
[já] [ter] [suspeito]
[ter] [suspeito] [de]
[suspeito] [de] [crime]

[texto85] [apreensão] [de]
[apreensão] [de] [droga]
[de] [droga] [bm]
[droga] [bm] [flagrar]
[bm] [flagrar] [entrega]
[flagrar] [entrega] [de]
[entrega] [de] [cocaína]
[de] [cocaína] [em]
[cocaína] [em] [zona=leste]
[em] [zona=leste] [de]
[zona=leste] [de] [porto=alegre]
[de] [porto=alegre] [foram]
[porto=alegre] [foram] [apreender]
[foram] [apreender] [pelo=menos]
[apreender] [pelo=menos] [kg]
[pelo=menos] [kg] [de]
[kg] [de] [cocaína]
[de] [cocaína] [em]
[cocaína] [em] [bairro=jardim=carvalho=eduardo=torres]
[em] [bairro=jardim=carvalho=eduardo=torres] [eduardo.torres@diariogaucho.com.br]
[bairro=jardim=carvalho=eduardo=torres] [eduardo.torres@diariogaucho.com.br] [homem]
[eduardo.torres@diariogaucho.com.br] [homem] [de]
[homem] [de] [ano]
[de] [ano] [ser]
[ano] [ser] [prender]
[ser] [prender] [em]
[prender] [em] [começo]
[em] [começo] [de]
[começo] [de] [tarde]
[de] [tarde] [de]
[tarde] [de] [sexta]
[de] [sexta] [quando]
[sexta] [quando] [entregar]
[quando] [entregar] [quantidade]
[entregar] [quantidade] [de]
[quantidade] [de] [cocaína]
[de] [cocaína] [em]
[cocaína] [em] [bairro=jardim=carvalho]
[em] [bairro=jardim=carvalho] [em]
[bairro=jardim=carvalho] [em] [zona=leste]
[em] [zona=leste] [de]
[zona=leste] [de] [porto=alegre]
[de] [porto=alegre] [em]
[porto=alegre] [em] [uno]
[em] [uno] [prata]
[uno] [prata] [em]
[prata] [em] [suspeito]
[em] [suspeito] [ser]
[suspeito] [ser] [flagrar]
[ser] [flagrar] [policial]
[flagrar] [policial] [militar]
[policial] [militar] [de]
[militar] [de] [patrulhas=especiais]
[de] [patrulhas=especiais] [de]
[patrulhas=especiais] [de] [boe]
[de] [boe] [encontrar]
[boe] [encontrar] [pelo=menos]
[encontrar] [pelo=menos] [kg]
[pelo=menos] [kg] [de]
[kg] [de] [cocaína]
[de] [cocaína] [pequeno]
[cocaína] [pequeno] [quantidade]
[pequeno] [quantidade] [de]
[quantidade] [de] [crack]
[de] [crack] [droga]
[crack] [droga] [ainda]
[droga] [ainda] [ser]
[ainda] [ser] [pesar]

[texto86] [mistério=homem] [ser]
[mistério=homem] [ser] [encontrar]
[ser] [encontrar] [sem]
[encontrar] [sem] [cabeça]
[sem] [cabeça] [braço]
[cabeça] [braço] [em]
[braço] [em] [viamão=corpo]
[em] [viamão=corpo] [ser]
[viamão=corpo] [ser] [encontrar]
[ser] [encontrar] [em]
[encontrar] [em] [sábado]
[em] [sábado] [estar]
[sábado] [estar] [em]
[estar] [em] [avançado]
[em] [avançado] [estado]
[avançado] [estado] [de]
[estado] [de] [decomposição]
[de] [decomposição] [próximo=a]
[decomposição] [próximo=a] [córrego]
[próximo=a] [córrego] [em]
[córrego] [em] [bairro=espigão=o]
[em] [bairro=espigão=o] [corpo]
[bairro=espigão=o] [corpo] [de]
[corpo] [de] [homem]
[de] [homem] [ser]
[homem] [ser] [encontrar]
[ser] [encontrar] [sem]
[encontrar] [sem] [cabeça]
[sem] [cabeça] [braço]
[cabeça] [braço] [próximo=a]
[braço] [próximo=a] [córrego]
[próximo=a] [córrego] [em]
[córrego] [em] [estrada=do=campo=aberto]
[em] [estrada=do=campo=aberto] [em]
[estrada=do=campo=aberto] [em] [bairro=espigão]
[em] [bairro=espigão] [em]
[bairro=espigão] [em] [viamão]
[em] [viamão] [em]
[viamão] [em] [início]
[em] [início] [de]
[início] [de] [tarde]
[de] [tarde] [de]
[tarde] [de] [sábado]
[de] [sábado] [segundo]
[sábado] [segundo] [2ª]
[segundo] [2ª] [dp]
[2ª] [dp] [de]
[dp] [de] [viamão]
[de] [viamão] [vítima]
[viamão] [vítima] [ainda]
[vítima] [ainda] [apresentar]
[ainda] [apresentar] [perfuração]
[apresentar] [perfuração] [em]
[perfuração] [em] [tórax]
[em] [tórax] [polícia]
[tórax] [polícia] [suspeitar]
[polícia] [suspeitar] [corpo]
[suspeitar] [corpo] [ser]
[corpo] [ser] [de]
[ser] [de] [senhor]
[de] [senhor] [de]
[senhor] [de] [ano]
[de] [ano] [estar]
[ano] [estar] [desaparecido]
[estar] [desaparecido] [desde]
[desaparecido] [desde] [de]
[desde] [de] [novembro]
[de] [novembro] [morar]
[novembro] [morar] [em]
[morar] [em] [chácara]
[em] [chácara] [em]
[chácara] [em] [bairro]
[em] [bairro] [registro]
[bairro] [registro] [de]
[registro] [de] [desaparecimento]
[de] [desaparecimento] [porém]
[desaparecimento] [porém] [só]
[porém] [só] [ser]
[só] [ser] [realizar]
[ser] [realizar] [por]
[realizar] [por] [filho]
[por] [filho] [de]
[filho] [de] [vítima]
[de] [vítima] [em]
[vítima] [em] [1ª]
[em] [1ª] [dp]
[1ª] [dp] [de]
[dp] [de] [viamão]
[de] [viamão] [em]
[viamão] [em] [dia]
[em] [dia] [de]
[dia] [de] [dezembro]
[de] [dezembro] [ser]
[dezembro] [ser] [familiar]
[ser] [familiar] [responsável]
[familiar] [responsável] [por]
[responsável] [por] [encontrar]
[por] [encontrar] [corpo]
[encontrar] [corpo] [estar]
[corpo] [estar] [a]
[estar] [a] [metro]
[a] [metro] [de]
[metro] [de] [casa]
[de] [casa] [de]
[casa] [de] [vítima]
[de] [vítima] [prender]
[vítima] [prender] [a]
[prender] [a] [cipó]
[a] [cipó] [dentro=de]
[cipó] [dentro=de] [córrego]
[dentro=de] [córrego] [ao=lado=de]
[córrego] [ao=lado=de] [foice]
[ao=lado=de] [foice] [perito]
[foice] [perito] [não]
[perito] [não] [encontrar]
[não] [encontrar] [vestígio]
[encontrar] [vestígio] [de]
[vestígio] [de] [sangue]
[de] [sangue] [em]
[sangue] [em] [instrumento]
[em] [instrumento] [agrícola]
[instrumento] [agrícola] [polícia]
[agrícola] [polícia] [não]
[polícia] [não] [descartar]
[não] [descartar] [possibilidade]
[descartar] [possibilidade] [de]
[possibilidade] [de] [homem]
[de] [homem] [ter]
[homem] [ter] [sofrer]
[ter] [sofrer] [mal=súbito]
[sofrer] [mal=súbito] [morrer]
[mal=súbito] [morrer] [em]
[morrer] [em] [local]
[em] [local] [parte]
[local] [parte] [de]
[parte] [de] [corpo]
[de] [corpo] [sumir]
[corpo] [sumir] [ser]
[sumir] [ser] [justamente]
[ser] [justamente] [ficar]
[justamente] [ficar] [para=fora=de]
[ficar] [para=fora=de] [córrego]
[para=fora=de] [córrego] [identificação]
[córrego] [identificação] [prévio]
[identificação] [prévio] [ser]
[prévio] [ser] [fazer]
[ser] [fazer] [a=partir=de]
[fazer] [a=partir=de] [roupa]
[a=partir=de] [roupa] [usar]
[roupa] [usar] [por]
[usar] [por] [vítima]
[por] [vítima] [estar]
[vítima] [estar] [em]
[estar] [em] [avançado]
[em] [avançado] [estado]
[avançado] [estado] [de]
[estado] [de] [decomposição]
[de] [decomposição] [passar]
[decomposição] [passar] [por]
[passar] [por] [exame]
[por] [exame] [de]
[exame] [de] [dna]
[de] [dna] [para]
[dna] [para] [confirmar]
[para] [confirmar] [identidade]
[confirmar] [identidade] [por=enquanto]
[identidade] [por=enquanto] [caso]
[por=enquanto] [caso] [ficar]
[caso] [ficar] [com]
[ficar] [com] [2ª]
[com] [2ª] [delegacia=de=viamão]
[2ª] [delegacia=de=viamão] [responsável]
[delegacia=de=viamão] [responsável] [por]
[responsável] [por] [homicídio]
[por] [homicídio] [em]
[homicídio] [em] [cidade]

[texto87] [crime] [brutal]
[crime] [brutal] [polícia]
[brutal] [polícia] [prender]
[polícia] [prender] [jovem]
[prender] [jovem] [por]
[jovem] [por] [espancar]
[por] [espancar] [homem]
[espancar] [homem] [até]
[homem] [até] [morte]
[até] [morte] [em]
[morte] [em] [capital=crime]
[em] [capital=crime] [acontecer]
[capital=crime] [acontecer] [em]
[acontecer] [em] [setembro]
[em] [setembro] [de]
[setembro] [de] [líder]
[de] [líder] [de]
[líder] [de] [bando]
[de] [bando] [ser]
[bando] [ser] [sobrinho]
[ser] [sobrinho] [de]
[sobrinho] [de] [vítima]
[de] [vítima] [carolina=rocha]
[vítima] [carolina=rocha] [carolina.rocha@diariogaucho.com.br]
[carolina=rocha] [carolina.rocha@diariogaucho.com.br] [homem]
[carolina.rocha@diariogaucho.com.br] [homem] [ser]
[homem] [ser] [prender]
[ser] [prender] [em]
[prender] [em] [manhã]
[em] [manhã] [de]
[manhã] [de] [terça-feira]
[de] [terça-feira] [em]
[terça-feira] [em] [ação]
[em] [ação] [de]
[ação] [de] [4ª]
[de] [4ª] [delegacia=de=homicídios=e=proteção]
[4ª] [delegacia=de=homicídios=e=proteção] [a]
[delegacia=de=homicídios=e=proteção] [a] [pessoa]
[a] [pessoa] [4ª]
[pessoa] [4ª] [dhpp]
[4ª] [dhpp] [de]
[dhpp] [de] [porto=alegre]
[de] [porto=alegre] [grupo]
[porto=alegre] [grupo] [ser]
[grupo] [ser] [suspeito]
[ser] [suspeito] [de]
[suspeito] [de] [envolvimento]
[de] [envolvimento] [em]
[envolvimento] [em] [assassinato]
[em] [assassinato] [de]
[assassinato] [de] [homem]
[de] [homem] [de]
[homem] [de] [ano]
[de] [ano] [ocorrer]
[ano] [ocorrer] [em]
[ocorrer] [em] [setembro]
[em] [setembro] [de]
[setembro] [de] [ano]
[de] [ano] [em]
[ano] [em] [bairro=aberta=dos=morros]
[em] [bairro=aberta=dos=morros] [em]
[bairro=aberta=dos=morros] [em] [zona=sul]
[em] [zona=sul] [de=acordo]
[zona=sul] [de=acordo] [com]
[de=acordo] [com] [titular]
[com] [titular] [de]
[titular] [de] [4ª]
[de] [4ª] [dhpp]
[4ª] [dhpp] [delegar]
[dhpp] [delegar] [gabriel=bicca]
[delegar] [gabriel=bicca] [roberto=campos=fontoura]
[gabriel=bicca] [roberto=campos=fontoura] [ano]
[roberto=campos=fontoura] [ano] [ser]
[ano] [ser] [matar]
[ser] [matar] [a]
[matar] [a] [paulada]
[a] [paulada] [em]
[paulada] [em] [noite]
[em] [noite] [de]
[noite] [de] [de]
[de] [de] [setembro]
[de] [setembro] [investigação]
[setembro] [investigação] [revelar]
[investigação] [revelar] [roberto]
[revelar] [roberto] [ser]
[roberto] [ser] [usuário]
[ser] [usuário] [de]
[usuário] [de] [droga]
[de] [droga] [ter]
[droga] [ter] [ser]
[ter] [ser] [matar]
[ser] [matar] [a=mando=de]
[matar] [a=mando=de] [sobrinho]
[a=mando=de] [sobrinho] [fornecedor]
[sobrinho] [fornecedor] [de]
[fornecedor] [de] [droga]
[de] [droga] [ter]
[droga] [ter] [advertir]
[ter] [advertir] [tio]
[advertir] [tio] [não]
[tio] [não] [querer]
[não] [querer] [usar]
[querer] [usar] [droga]
[usar] [droga] [na=frente=de]
[droga] [na=frente=de] [casa]
[na=frente=de] [casa] [em]
[casa] [em] [viver]
[em] [viver] [discutir]
[viver] [discutir] [tio]
[discutir] [tio] [ter]
[tio] [ter] [tentar]
[ter] [tentar] [agredir]
[tentar] [agredir] [rapaz]
[agredir] [rapaz] [reunir]
[rapaz] [reunir] [cnco]
[reunir] [cnco] [comparsa]
[cnco] [comparsa] [invadir]
[comparsa] [invadir] [casa]
[invadir] [casa] [de]
[casa] [de] [roberto]
[de] [roberto] [contar]
[roberto] [contar] [delegado]
[contar] [delegado] [roberto]
[delegado] [roberto] [conseguir]
[roberto] [conseguir] [escapar]
[conseguir] [escapar] [por]
[escapar] [por] [janela]
[por] [janela] [em]
[janela] [em] [fundo]
[em] [fundo] [de]
[fundo] [de] [residência]
[de] [residência] [acabar]
[residência] [acabar] [cercar]
[acabar] [cercar] [por]
[cercar] [por] [bando]
[por] [bando] [espancar]
[bando] [espancar] [até]
[espancar] [até] [morte]
[até] [morte] [sobrinho]
[morte] [sobrinho] [de]
[sobrinho] [de] [roberto]
[de] [roberto] [jovem]
[roberto] [jovem] [ano]
[jovem] [ano] [ser]
[ano] [ser] [mroar]
[ser] [mroar] [de]
[mroar] [de] [bairro=aberta=dos=morros]
[de] [bairro=aberta=dos=morros] [ter]
[bairro=aberta=dos=morros] [ter] [prisão]
[ter] [prisão] [preventivo]
[prisão] [preventivo] [decretar]
[preventivo] [decretar] [por]
[decretar] [por] [justiça]

[texto88] [violência] [doméstico]
[violência] [doméstico] [apreender]
[doméstico] [apreender] [guri]
[apreender] [guri] [de]
[guri] [de] [ano]
[de] [ano] [tentar]
[ano] [tentar] [matar]
[tentar] [matar] [mãe]
[matar] [mãe] [em]
[mãe] [em] [porto=alegre]
[em] [porto=alegre] [em]
[porto=alegre] [em] [julho]
[em] [julho] [adolescente]
[julho] [adolescente] [ter]
[adolescente] [ter] [despejar]
[ter] [despejar] [óleo]
[despejar] [óleo] [fervente]
[óleo] [fervente] [sobre]
[fervente] [sobre] [mãe]
[sobre] [mãe] [enquanto]
[mãe] [enquanto] [dormir]
[enquanto] [dormir] [mulher]
[dormir] [mulher] [ficar]
[mulher] [ficar] [com]
[ficar] [com] [seqüela]
[com] [seqüela] [eduardo=torres]
[seqüela] [eduardo=torres] [eduardo.torres@diariogaucho.com.br]
[eduardo=torres] [eduardo.torres@diariogaucho.com.br] [foi]
[eduardo.torres@diariogaucho.com.br] [foi] [apreender]
[foi] [apreender] [em]
[apreender] [em] [manhã]
[em] [manhã] [de]
[manhã] [de] [quinta]
[de] [quinta] [adolescente]
[quinta] [adolescente] [de]
[adolescente] [de] [ano]
[de] [ano] [investigar]
[ano] [investigar] [por]
[investigar] [por] [2ª]
[por] [2ª] [delegacia=de=polícia]
[2ª] [delegacia=de=polícia] [para]
[delegacia=de=polícia] [para] [adolescente=infrator]
[para] [adolescente=infrator] [dpai]
[adolescente=infrator] [dpai] [de]
[dpai] [de] [deca]
[de] [deca] [por]
[deca] [por] [ter]
[por] [ter] [tentar]
[ter] [tentar] [matar]
[tentar] [matar] [mãe]
[matar] [mãe] [em]
[mãe] [em] [julho]
[em] [julho] [ser]
[julho] [ser] [encontrar]
[ser] [encontrar] [em]
[encontrar] [em] [bairro=restinga]
[em] [bairro=restinga] [zona=sul]
[bairro=restinga] [zona=sul] [de]
[zona=sul] [de] [porto=alegre]
[de] [porto=alegre] [em]
[porto=alegre] [em] [dia]
[em] [dia] [de]
[dia] [de] [julho]
[de] [julho] [guri]
[julho] [guri] [tentar]
[guri] [tentar] [matar]
[tentar] [matar] [mãe]
[matar] [mãe] [derramar]
[mãe] [derramar] [óleo]
[derramar] [óleo] [de]
[óleo] [de] [cozinha]
[de] [cozinha] [fervente]
[cozinha] [fervente] [sobre]
[fervente] [sobre] [enquanto]
[sobre] [enquanto] [dormir]
[enquanto] [dormir] [em]
[dormir] [em] [travessa=santos]
[em] [travessa=santos] [bairro=jardim=carvalho]
[travessa=santos] [bairro=jardim=carvalho] [em]
[bairro=jardim=carvalho] [em] [zona=leste]
[em] [zona=leste] [mulher]
[zona=leste] [mulher] [ter]
[mulher] [ter] [grave]
[ter] [grave] [queimadura]
[grave] [queimadura] [em]
[queimadura] [em] [rosto]
[em] [rosto] [em]
[rosto] [em] [costa]
[em] [costa] [em]
[costa] [em] [peito]
[em] [peito] [em=seguida]
[peito] [em=seguida] [menina]
[em=seguida] [menina] [ainda]
[menina] [ainda] [ter]
[ainda] [ter] [agredir]
[ter] [agredir] [mãe]
[agredir] [mãe] [usar]
[mãe] [usar] [pé-de-cabra]
[usar] [pé-de-cabra] [mesmo]
[pé-de-cabra] [mesmo] [socorrer]
[mesmo] [socorrer] [mulher]
[socorrer] [mulher] [ficar]
[mulher] [ficar] [com]
[ficar] [com] [seqüela]
[com] [seqüela] [em]
[seqüela] [em] [movimento]
[em] [movimento] [de]
[movimento] [de] [pescoço]
[de] [pescoço] [de]
[pescoço] [de] [boca]
[de] [boca] [de=acordo]
[boca] [de=acordo] [com]
[de=acordo] [com] [delegado]
[com] [delegado] [andrei=vivan]
[delegado] [andrei=vivan] [adolescente]
[andrei=vivan] [adolescente] [responder]
[adolescente] [responder] [por]
[responder] [por] [tentativa]
[por] [tentativa] [de]
[tentativa] [de] [homicídio]

[texto89] [colocar] [cartaz]
[colocar] [cartaz] [faixa]
[cartaz] [faixa] [adesivo]
[faixa] [adesivo] [indicar]
[adesivo] [indicar] [área]
[indicar] [área] [de]
[área] [de] [crack]
[de] [crack] [ser]
[crack] [ser] [instalar]
[ser] [instalar] [em]
[instalar] [em] [bairro=medianeira=as]
[em] [bairro=medianeira=as] [faixa]
[bairro=medianeira=as] [faixa] [adesivo]
[faixa] [adesivo] [grudar]
[adesivo] [grudar] [em]
[grudar] [em] [poste]
[em] [poste] [ser]
[poste] [ser] [instalar]
[ser] [instalar] [próximo=a]
[instalar] [próximo=a] [rua=sepé=tiaraju]
[próximo=a] [rua=sepé=tiaraju] [em]
[rua=sepé=tiaraju] [em] [bairro]
[em] [bairro] [medianeiro]
[bairro] [medianeiro] [em]
[medianeiro] [em] [porto=alegre]
[em] [porto=alegre] [aline=custódio]
[porto=alegre] [aline=custódio] [aline.custodio@diariogaucho.com.br]
[aline=custódio] [aline.custodio@diariogaucho.com.br] [morador]
[aline.custodio@diariogaucho.com.br] [morador] [comerciante]
[morador] [comerciante] [de]
[comerciante] [de] [imediação]
[de] [imediação] [de]
[imediação] [de] [rua=sepé=tiaraju]
[de] [rua=sepé=tiaraju] [em]
[rua=sepé=tiaraju] [em] [bairro=medianeira]
[em] [bairro=medianeira] [em]
[bairro=medianeira] [em] [capital]
[em] [capital] [estar]
[capital] [estar] [há]
[estar] [há] [semana]
[há] [semana] [questionar]
[semana] [questionar] [sobre]
[questionar] [sobre] [autoria]
[sobre] [autoria] [de]
[autoria] [de] [faixa]
[de] [faixa] [adesivo]
[faixa] [adesivo] [colar]
[adesivo] [colar] [em]
[colar] [em] [poste]
[em] [poste] [em]
[poste] [em] [esquina]
[em] [esquina] [com]
[esquina] [com] [rua=professor=manoel=lobato]
[com] [rua=professor=manoel=lobato] [em]
[rua=professor=manoel=lobato] [em] [letras=garrafais]
[em] [letras=garrafais] [em]
[letras=garrafais] [em] [cor]
[em] [cor] [branco]
[cor] [branco] [amarelo]
[branco] [amarelo] [com]
[amarelo] [com] [fundo]
[com] [fundo] [vermelho]
[fundo] [vermelho] [estar]
[vermelho] [estar] [escrever]
[estar] [escrever] [área]
[escrever] [área] [de]
[área] [de] [crack]
[de] [crack] [não]
[crack] [não] [incomodar]
[não] [incomodar] [a=menos]
[incomodar] [a=menos] [de]
[a=menos] [de] [de]
[de] [de] [ali]
[de] [ali] [morador]
[ali] [morador] [de]
[morador] [de] [rua]
[de] [rua] [usuário]
[rua] [usuário] [de]
[usuário] [de] [droga]
[de] [droga] [dividir]
[droga] [dividir] [espaço]
[dividir] [espaço] [em]
[espaço] [em] [entroncamento]
[em] [entroncamento] [de]
[entroncamento] [de] [manoel=lobato]
[de] [manoel=lobato] [com]
[manoel=lobato] [com] [rua=bernardino=caetano=fraga]
[com] [rua=bernardino=caetano=fraga] [em]
[rua=bernardino=caetano=fraga] [em] [sexta-feira]
[em] [sexta-feira] [por=volta=de]
[sexta-feira] [por=volta=de] [homem]
[por=volta=de] [homem] [mulher]
[homem] [mulher] [compartilhar]
[mulher] [compartilhar] [cachimbo]
[compartilhar] [cachimbo] [de]
[cachimbo] [de] [crack]
[de] [crack] [escorar]
[crack] [escorar] [em]
[escorar] [em] [muro]
[em] [muro] [de]
[muro] [de] [residência]
[de] [residência] [não]
[residência] [não] [incomodar]
[não] [incomodar] [ser]
[incomodar] [ser] [cena]
[ser] [cena] [horrível]
[cena] [horrível] [colocar]
[horrível] [colocar] [cartaz]
[colocar] [cartaz] [não]
[cartaz] [não] [ter]
[não] [ter] [noção]
[ter] [noção] [de]
[noção] [de] [ser]
[de] [ser] [problema]
[ser] [problema] [de]
[problema] [de] [saúde]
[de] [saúde] [público]
[saúde] [público] [falar]
[público] [falar] [comerciante]
[falar] [comerciante] [ação]
[comerciante] [ação] [de]
[ação] [de] [desconhecer]
[de] [desconhecer] [segundo]
[desconhecer] [segundo] [mecânico]
[segundo] [mecânico] [trabalhar]
[mecânico] [trabalhar] [próximo]
[trabalhar] [próximo] [de]
[próximo] [de] [ali]
[de] [ali] [faixa]
[ali] [faixa] [ser]
[faixa] [ser] [colocar]
[ser] [colocar] [por=volta=de]
[colocar] [por=volta=de] [de]
[por=volta=de] [de] [dia]
[de] [dia] [de]
[dia] [de] [mês]
[de] [mês] [homem]
[mês] [homem] [usar]
[homem] [usar] [colete]
[usar] [colete] [amarelo]
[colete] [amarelo] [ser]
[amarelo] [ser] [responsável]
[ser] [responsável] [subir]
[responsável] [subir] [a]
[subir] [a] [manoel=lobato]
[a] [manoel=lobato] [instalar]
[manoel=lobato] [instalar] [faixa]
[instalar] [faixa] [voltar]
[faixa] [voltar] [por]
[voltar] [por] [caminho]
[por] [caminho] [conhecer]
[caminho] [conhecer] [por=aqui]
[conhecer] [por=aqui] [prejudicar]
[por=aqui] [prejudicar] [morar]
[prejudicar] [morar] [trabalhar]
[morar] [trabalhar] [em]
[trabalhar] [em] [região]
[em] [região] [ser]
[região] [ser] [ser]
[ser] [ser] [usuário]
[ser] [usuário] [reclamar]
[usuário] [reclamar] [mecânico]
[reclamar] [mecânico] [morador]
[mecânico] [morador] [ouvir]
[morador] [ouvir] [por]
[ouvir] [por] [reportagem]
[por] [reportagem] [pedir]
[reportagem] [pedir] [para]
[pedir] [para] [não]
[para] [não] [ser]
[não] [ser] [identificar]
[ser] [identificar] [não]
[identificar] [não] [ser]
[não] [ser] [só]
[ser] [só] [aqui]
[só] [aqui] [poste]
[aqui] [poste] [com]
[poste] [com] [indicação]
[com] [indicação] [de]
[indicação] [de] [área]
[de] [área] [de]
[área] [de] [crack]
[de] [crack] [ficar]
[crack] [ficar] [a]
[ficar] [a] [quadra]
[a] [quadra] [de]
[quadra] [de] [posta]
[de] [posta] [de]
[posta] [de] [cruzeiro]
[de] [cruzeiro] [por]
[cruzeiro] [por] [região]
[por] [região] [cena]
[região] [cena] [despertar]
[cena] [despertar] [atenção]
[despertar] [atenção] [quantidade]
[atenção] [quantidade] [de]
[quantidade] [de] [usuário]
[de] [usuário] [de]
[usuário] [de] [droga]
[de] [droga] [circular]
[droga] [circular] [como]
[circular] [como] [zumbi]
[como] [zumbi] [por]
[zumbi] [por] [rua]
[por] [rua] [número]
[rua] [número] [elevar]
[número] [elevar] [de]
[elevar] [de] [casa]
[de] [casa] [a]
[casa] [a] [venda]
[a] [venda] [em]
[venda] [em] [de]
[em] [de] [via]
[de] [via] [por=exemplo]
[via] [por=exemplo] [de]
[por=exemplo] [de] [residência]
[de] [residência] [próximo]
[residência] [próximo] [estar]
[próximo] [estar] [para]
[estar] [para] [vender]
[para] [vender] [contentar]
[vender] [contentar] [ser]
[contentar] [ser] [não]
[ser] [não] [ser]
[não] [ser] [só]
[ser] [só] [aqui]
[só] [aqui] [estar]
[aqui] [estar] [ocorrer]
[estar] [ocorrer] [porto=alegre]
[ocorrer] [porto=alegre] [inteiro]
[porto=alegre] [inteiro] [estar]
[inteiro] [estar] [tomar]
[estar] [tomar] [de]
[tomar] [de] [usuário]
[de] [usuário] [de]
[usuário] [de] [crack]
[de] [crack] [desabafar]
[crack] [desabafar] [dona]
[desabafar] [dona] [de]
[dona] [de] [casa]
[de] [casa] [de]
[casa] [de] [ano]
[de] [ano] [morador]
[ano] [morador] [há]
[morador] [há] [ano]
[há] [ano] [de]
[ano] [de] [bairro]
[de] [bairro] [pensamento]
[bairro] [pensamento] [de]
[pensamento] [de] [morador]
[de] [morador] [ser]
[morador] [ser] [compartilhar]
[ser] [compartilhar] [por]
[compartilhar] [por] [comandante]
[por] [comandante] [de]
[comandante] [de] [1º]
[de] [1º] [bpm]
[1º] [bpm] [major]
[bpm] [major] [gilberto=oiti=oliveira=junior]
[major] [gilberto=oiti=oliveira=junior] [responsável]
[gilberto=oiti=oliveira=junior] [responsável] [por]
[responsável] [por] [segurança]
[por] [segurança] [de]
[segurança] [de] [região]
[de] [região] [comandante]
[região] [comandante] [reforçar]
[comandante] [reforçar] [quase]
[reforçar] [quase] [denúncia]
[quase] [denúncia] [chegar]
[denúncia] [chegar] [a]
[chegar] [a] [telefone]
[a] [telefone] [de]
[telefone] [de] [batalhão]
[de] [batalhão] [prisão]
[batalhão] [prisão] [só]
[prisão] [só] [ter]
[só] [ter] [ocorrer]
[ter] [ocorrer] [quando]
[ocorrer] [quando] [haver]
[quando] [haver] [flagrante]
[haver] [flagrante] [usuário]
[flagrante] [usuário] [de]
[usuário] [de] [droga]
[de] [droga] [ter]
[droga] [ter] [em]
[ter] [em] [lugar]
[em] [lugar] [dar]
[lugar] [dar] [ponto]
[dar] [ponto] [específico]
[ponto] [específico] [não]
[específico] [não] [ter]
[não] [ter] [reclamação]
[ter] [reclamação] [apontar]
[reclamação] [apontar] [comandante]

